,AtBat,Inning,Batter,Pitcher,Outs,Bases,Score,Play,PitchSeq,lastEvent,LI,RE,WE,WPA,RE24,Year,Game,InningNum
2284,47,▼ 5,T Tulowitzki,D Matsuzaka,2,12_,0-6,Troy Tulowitzki flied out to shortstop.,"Ball, Ball, Fly Out",Fly Out,0.72,0.5,3.6%,-0.02,-0.5,2007,3, 5
2285,48,▲ 6,J Ellsbury,J Affeldt,0,___,0-6,Jacoby Ellsbury grounded out to third.,"Ball, Called Strike, Foul Ball, Foul Ball, Ground Out",Ground Out,0.13,0.62,4.0%,-0.004,-0.28,2007,3, 6
2286,49,▲ 6,D Pedroia,J Affeldt,1,___,0-6,Dustin Pedroia flied out to center.,"Ball, Ball, Called Strike, Called Strike, Foul Ball, Fly Out",Fly Out,0.1,0.33,4.3%,-0.003,-0.2,2007,3, 6
2287,50,▲ 6,D Ortiz,J Affeldt,2,___,0-6,David Ortiz struck out swinging.,"Ball, Foul Ball, Foul Ball, Ball, Strikeout Swinging",Strikeout,0.08,0.13,4.5%,-0.002,-0.13,2007,3, 6
2288,51,▼ 6,M Holliday,D Matsuzaka,0,___,0-6,Matt Holliday grounded out to third.,"Called Strike, Foul Ball, Ball, Ball, Foul Ball, Ground Out",Ground Out,0.41,0.62,3.4%,-0.011,-0.28,2007,3, 6
2289,52,▼ 6,T Helton,D Matsuzaka,1,___,0-6,Todd Helton walked.,"Called Strike, Foul Ball, Ball, Ball, Foul Ball, Foul Ball, Ball, Walked",Walk,0.26,0.33,4.5%,0.011,0.29,2007,3, 6
2290,53,▼ 6,G Atkins,D Matsuzaka,1,1__,0-6,Garrett Atkins walked. Todd Helton advanced to 2B.,"Ball, Ball, Ball, Walked",Walk,0.5,0.62,6.3%,0.018,0.4,2007,3, 6
2291,54,▼ 6,B Hawpe,J Lopez,1,12_,0-6,Brad Hawpe singled to center (Liner). Todd Helton scored. Garrett Atkins advanced to 2B.,Single,Single,0.93,1.03,10.2%,0.04,1.0,2007,3, 6
2292,55,▼ 6,Y Torrealba,J Lopez,1,12_,1-6,Yorvit Torrealba singled to left (Grounder). Garrett Atkins scored. Brad Hawpe advanced to 2B.,"Ball, Called Strike, Ball, Swinging Strike, Single",Single,1.38,1.03,16.2%,0.059,1.0,2007,3, 6
2293,56,▼ 6,R Spilborghs,M Timlin,1,12_,2-6,Ryan Spilborghs flied out to center.,"Foul Ball, Ball, Fly Out",Fly Out,1.95,1.03,11.4%,-0.047,-0.53,2007,3, 6
2294,57,▼ 6,J Baker,M Timlin,2,12_,2-6,Jeff Baker lined out to shortstop.,"Swinging Strike, Foul Ball, Ball, Foul Ball, Ball, Line Drive",Line Out,1.43,0.5,7.5%,-0.04,-0.5,2007,3, 6
2295,58,▲ 7,M Ramirez,M Herges,0,___,2-6,Manny Ramirez struck out swinging.,"Called Strike, Ball, Called Strike, Ball, Strikeout Swinging",Strikeout,0.28,0.62,8.2%,-0.008,-0.28,2007,3, 7
2296,59,▲ 7,M Lowell,M Herges,1,___,2-6,Mike Lowell struck out swinging.,"Called Strike, Swinging Strike, Strikeout Swinging",Strikeout,0.21,0.33,8.8%,-0.006,-0.2,2007,3, 7
2297,60,▲ 7,J Drew,M Herges,2,___,2-6,J.D. Drew struck out swinging.,"Ball, Foul Ball, Ball, Ball, Foul Ball, Strikeout Swinging",Strikeout,0.16,0.13,9.2%,-0.004,-0.13,2007,3, 7
2298,61,▼ 7,K Matsui,M Timlin,0,___,2-6,Kaz Matsui singled to third (Bunt Grounder).,Single,Single,0.85,0.62,12.9%,0.036,0.41,2007,3, 7
2299,62,▼ 7,K Matsui,M Timlin,0,1__,2-6,Kaz Matsui advanced on a stolen base to 2B.,,Stolen Base,1.45,1.02,14.1%,0.012,0.23,2007,3, 7
2300,63,▼ 7,T Tulowitzki,M Timlin,0,_2_,2-6,Troy Tulowitzki singled to center (Grounder). Kaz Matsui advanced to 3B.,"Ball, Called Strike, (Stolen Base), Foul Ball, Single",Single,1.33,1.26,21.0%,0.069,0.71,2007,3, 7
2301,64,▼ 7,M Holliday,H Okajima,0,1_3,2-6,Matt Holliday homered (Fly). Kaz Matsui scored. Troy Tulowitzki scored.,"Pickoff Throw (First Base), Home Run",Home Run,2.11,1.96,39.8%,0.187,1.66,2007,3, 7
2302,65,▼ 7,T Helton,H Okajima,0,___,5-6,Todd Helton singled to left (Liner).,"Called Strike, Ball, Ball, Foul Ball, Foul Ball, Ball, Single",Single,1.9,0.62,46.9%,0.072,0.41,2007,3, 7
2303,66,▼ 7,G Atkins,H Okajima,0,1__,5-6,Garrett Atkins struck out swinging.,"Called Strike, Ball, Foul Ball, Foul Ball, Foul Ball, Ball, Strikeout Swinging",Strikeout,2.85,1.02,39.9%,-0.07,-0.4,2007,3, 7
2304,67,▼ 7,B Hawpe,H Okajima,1,1__,5-6,Brad Hawpe struck out swinging.,"Called Strike, Ball, Foul Ball, Foul Ball, Foul Ball, Ball, Ball, Strikeout Swinging",Strikeout,2.52,0.62,33.5%,-0.064,-0.35,2007,3, 7
2305,68,▼ 7,Y Torrealba,H Okajima,2,1__,5-6,Yorvit Torrealba grounded out to pitcher.,"Called Strike, Ball, Called Strike, Ball, Foul Ball, Ground Out",Ground Out,1.82,0.28,28.0%,-0.055,-0.27,2007,3, 7
2306,69,▲ 8,J Varitek,B Fuentes,0,___,5-6,Jason Varitek grounded out to shortstop.,"Called Strike, Ball, Ground Out",Ground Out,1.05,0.62,30.8%,-0.028,-0.28,2007,3, 8
2307,70,▲ 8,J Lugo,B Fuentes,1,___,5-6,Julio Lugo walked.,"Ball, Ball, Called Strike, Ball, Walked",Walk,0.83,0.33,28.0%,0.028,0.29,2007,3, 8
2308,71,▲ 8,C Crisp,B Fuentes,1,1__,5-6,Coco Crisp singled to center (Liner). Julio Lugo advanced to 2B.,"Called Strike, Ball, Pickoff Throw (First Base), Single",Single,1.37,0.62,24.4%,0.037,0.4,2007,3, 8
2309,72,▲ 8,J Ellsbury,B Fuentes,1,12_,5-6,Jacoby Ellsbury doubled to right (Fly). Julio Lugo scored. Coco Crisp advanced to 3B.,"Ball, Double",Double,2.05,1.03,10.6%,0.138,1.5,2007,3, 8
2310,73,▲ 8,D Pedroia,B Fuentes,1,_23,5-7,Dustin Pedroia doubled to right (Liner). Coco Crisp scored. Jacoby Ellsbury scored.,"Called Strike, Double",Double,0.94,1.53,4.3%,0.063,1.25,2007,3, 8
2311,74,▲ 8,K Youkilis,B Fuentes,1,_2_,5-9,Kevin Youkilis grounded out to third.,"Ball, Called Strike, Ball, Called Strike, Ground Out",Ground Out,0.25,0.77,5.0%,-0.008,-0.4,2007,3, 8
2312,75,▲ 8,M Ramirez,B Fuentes,2,_2_,5-9,Manny Ramirez flied out to left.,"Ball, Ball, Called Strike, Fly Out",Fly Out,0.27,0.37,5.9%,-0.008,-0.37,2007,3, 8
2313,76,▼ 8,R Spilborghs,M Delcarmen,0,___,5-9,Ryan Spilborghs fouled out to right.,"Ball, Foul Ball, Ball, Ball, Foul Fly Out",Foul Fly Out,0.76,0.62,3.8%,-0.021,-0.28,2007,3, 8
2314,77,▼ 8,W Taveras,M Delcarmen,1,___,5-9,Willy Taveras lined out to second.,"Ball, Foul Ball, Ball, Ball, Foul Ball, Line Drive",Line Out,0.47,0.33,2.6%,-0.012,-0.2,2007,3, 8
2315,78,▼ 8,K Matsui,M Delcarmen,2,___,5-9,Kaz Matsui singled to center (Grounder).,"Ball, Foul Ball, Single",Single,0.21,0.13,3.4%,0.009,0.14,2007,3, 8
2316,79,▼ 8,T Tulowitzki,M Delcarmen,2,1__,5-9,Troy Tulowitzki walked. Kaz Matsui advanced to 2B.,"Ball, Ball, Called Strike, Ball, Walked",Walk,0.47,0.28,5.1%,0.016,0.22,2007,3, 8
2317,80,▼ 8,M Holliday,J Papelbon,2,12_,5-9,Matt Holliday flied out to left.,Fly Out,Fly Out,1.11,0.5,2.0%,-0.031,-0.5,2007,3, 8
2318,81,▲ 9,M Lowell,L Hawkins,0,___,5-9,Mike Lowell singled to center (Liner).,Single,Single,0.09,0.62,1.7%,0.003,0.41,2007,3, 9
2319,82,▲ 9,A Cora,L Hawkins,0,1__,5-9,Alex Cora sacrificed to pitcher (Bunt Grounder). Mike Lowell advanced to 2B.,Sacrifice,Sacrifice,0.13,1.02,1.8%,-0.001,-0.25,2007,3, 9
2320,83,▲ 9,M Lowell,L Hawkins,1,_2_,5-9,Mike Lowell advanced on a stolen base to 3B.,,Stolen Base,0.12,0.77,1.4%,0.004,0.26,2007,3, 9
2321,84,▲ 9,J Varitek,L Hawkins,1,__3,5-9,Jason Varitek hit a sacrifice fly to center (Fly). Mike Lowell scored.,"Called Strike, Ball, (Stolen Base), Ball, Ball, Sacrifice Fly",Sacrifice Fly,0.15,1.03,1.1%,0.004,0.1,2007,3, 9
2322,85,▲ 9,J Lugo,L Hawkins,2,___,5-10,Julio Lugo grounded out to shortstop.,"Ball, Ground Out",Ground Out,0.02,0.13,1.1%,-0.001,-0.13,2007,3, 9
2323,86,▼ 9,T Helton,J Papelbon,0,___,5-10,Todd Helton flied out to right.,"Called Strike, Ball, Fly Out",Fly Out,0.26,0.62,0.4%,-0.007,-0.28,2007,3, 9
2324,87,▼ 9,G Atkins,J Papelbon,1,___,5-10,Garrett Atkins grounded out to third.,"Called Strike, Foul Ball, Ball, Ground Out",Ground Out,0.11,0.33,0.1%,-0.003,-0.2,2007,3, 9
2325,88,▼ 9,B Hawpe,J Papelbon,2,___,5-10,Brad Hawpe tripled to right (Liner).,"Ball, Swinging Strike, Swinging Strike, Ball, Triple",Triple,0.03,0.13,0.3%,0.002,0.28,2007,3, 9
2326,89,▼ 9,Y Torrealba,J Papelbon,2,__3,5-10,Yorvit Torrealba grounded out to shortstop.,"Called Strike, Ground Out",Ground Out,0.08,0.41,0.0%,-0.003,-0.41,2007,3, 9
2327,1,▲ 1,W Taveras,C Schilling,0,___,0-0,Willy Taveras was hit by a pitch.,"Foul Ball, Foul Bunt, Ball, Hit By Pitch",Hit By Pitch,0.87,0.58,46.6%,0.034,0.4,2007,2, 1
2328,2,▲ 1,K Matsui,C Schilling,0,1__,0-0,Kaz Matsui flied out to center.,"Called Strike, Swinging Strike, Foul Ball, Foul Ball, Foul Ball, Fly Out",Fly Out,1.38,0.98,49.9%,-0.033,-0.39,2007,2, 1
2329,3,▲ 1,M Holliday,C Schilling,1,1__,0-0,"Matt Holliday singled to third (Grounder). Willy Taveras
advanced to 3B. Matt Holliday advanced to 2B on error. Error by Mike Lowell.","Ball, Foul on Hit and Run, Ball, Single",Single,1.14,0.59,42.1%,0.078,0.9,2007,2, 1
2330,4,▲ 1,T Helton,C Schilling,1,_23,0-0,Todd Helton grounded out to first. Willy Taveras scored. Matt Holliday advanced to 3B.,"Ball, Ball, Called Strike, Ground Out",Ground Out,1.38,1.49,42.3%,-0.003,-0.09,2007,2, 1
2331,5,▲ 1,G Atkins,C Schilling,2,__3,0-1,Garrett Atkins grounded out to third.,"Called Strike, Ball, Ball, Ground Out",Ground Out,1.17,0.4,45.7%,-0.034,-0.4,2007,2, 1
2332,6,▼ 1,D Pedroia,U Jimenez,0,___,0-1,Dustin Pedroia flied out to left.,Fly Out,Fly Out,0.92,0.58,43.3%,-0.024,-0.27,2007,2, 1
2333,7,▼ 1,K Youkilis,U Jimenez,1,___,0-1,Kevin Youkilis flied out to center.,"Ball, Foul Ball, Fly Out",Fly Out,0.66,0.31,41.5%,-0.017,-0.19,2007,2, 1
2334,8,▼ 1,D Ortiz,U Jimenez,2,___,0-1,David Ortiz grounded out to second.,"Ball, Ground Out",Ground Out,0.42,0.12,40.4%,-0.011,-0.12,2007,2, 1
2335,9,▲ 2,B Hawpe,C Schilling,0,___,0-1,Brad Hawpe singled to center (Grounder).,"Swinging Strike, Single",Single,0.83,0.58,37.1%,0.033,0.4,2007,2, 2
2336,10,▲ 2,T Tulowitzki,C Schilling,0,1__,0-1,Troy Tulowitzki struck out swinging.,"Ball, Called Strike, Foul Bunt, Strikeout Swinging",Strikeout,1.3,0.98,40.3%,-0.032,-0.39,2007,2, 2
2337,11,▲ 2,Y Torrealba,C Schilling,1,1__,0-1,Yorvit Torrealba grounded into a double play to shortstop (Grounder). Brad Hawpe out at second.,"Pickoff Throw (First Base), Ball, Foul Ball, Grounded Into Double Play",Grounded Into Double Play,1.1,0.59,45.3%,-0.05,-0.59,2007,2, 2
2338,12,▼ 2,M Ramirez,U Jimenez,0,___,0-1,Manny Ramirez grounded out to third.,"Called Strike, Ground Out",Ground Out,0.99,0.58,42.7%,-0.026,-0.27,2007,2, 2
2339,13,▼ 2,M Lowell,U Jimenez,1,___,0-1,Mike Lowell grounded out to third.,"Called Strike, Ball, Ground Out",Ground Out,0.72,0.31,40.8%,-0.019,-0.19,2007,2, 2
2340,14,▼ 2,J Drew,U Jimenez,2,___,0-1,J.D. Drew was hit by a pitch.,"Called Strike, Foul Ball, Ball, Hit By Pitch",Hit By Pitch,0.46,0.12,42.2%,0.014,0.14,2007,2, 2
2341,15,▼ 2,J Varitek,U Jimenez,2,1__,0-1,Jason Varitek struck out looking.,"Called Strike, Ball, Called Strike, Strikeout Looking",Strikeout,0.89,0.26,39.6%,-0.026,-0.26,2007,2, 2
2342,16,▲ 3,R Spilborghs,C Schilling,0,___,0-1,Ryan Spilborghs struck out looking.,"Foul Ball, Called Strike, Ball, Foul Ball, Ball, Strikeout Looking",Strikeout,0.89,0.58,41.9%,-0.023,-0.27,2007,2, 3
2343,17,▲ 3,W Taveras,C Schilling,1,___,0-1,Willy Taveras grounded out to third.,"Called Strike, Called Strike, Ground Out",Ground Out,0.66,0.31,43.6%,-0.017,-0.19,2007,2, 3
2344,18,▲ 3,K Matsui,C Schilling,2,___,0-1,Kaz Matsui struck out looking.,"Called Strike, Called Strike, Ball, Strikeout Looking",Strikeout,0.44,0.12,44.8%,-0.012,-0.12,2007,2, 3
2345,19,▼ 3,J Ellsbury,U Jimenez,0,___,0-1,Jacoby Ellsbury grounded out to second.,"Ball, Ball, Called Strike, Swinging Strike, Ground Out",Ground Out,1.07,0.58,42.0%,-0.028,-0.27,2007,2, 3
2346,20,▼ 3,J Lugo,U Jimenez,1,___,0-1,Julio Lugo grounded out to second.,"Called Strike, Called Strike, Ground Out",Ground Out,0.78,0.31,39.9%,-0.02,-0.19,2007,2, 3
2347,21,▼ 3,D Pedroia,U Jimenez,2,___,0-1,Dustin Pedroia walked.,"Ball, Ball, Ball, Walked",Walk,0.5,0.12,41.4%,0.015,0.14,2007,2, 3
2348,22,▼ 3,K Youkilis,U Jimenez,2,1__,0-1,Kevin Youkilis walked. Dustin Pedroia advanced to 2B.,"Ball, Called Strike, Called Strike, Ball, Pickoff Throw (First Base), Ball, Foul Ball, Walked",Walk,0.97,0.26,43.8%,0.023,0.22,2007,2, 3
2349,23,▼ 3,D Ortiz,U Jimenez,2,12_,0-1,David Ortiz struck out swinging.,"Called Strike, Ball, Ball, Foul Ball, Foul Ball, Strikeout Swinging",Strikeout,1.93,0.48,38.6%,-0.052,-0.48,2007,2, 3
2350,24,▲ 4,M Holliday,C Schilling,0,___,0-1,Matt Holliday singled to center (Grounder).,"Called Strike, Ball, Ball, Called Strike, Ball, Single",Single,0.93,0.58,35.0%,0.036,0.4,2007,2, 4
2351,25,▲ 4,T Helton,C Schilling,0,1__,0-1,Todd Helton flied out to center.,Fly Out,Fly Out,1.43,0.98,38.5%,-0.035,-0.39,2007,2, 4
2352,26,▲ 4,G Atkins,C Schilling,1,1__,0-1,Garrett Atkins flied out to left.,Fly Out,Fly Out,1.23,0.59,41.5%,-0.031,-0.33,2007,2, 4
2353,27,▲ 4,B Hawpe,C Schilling,2,1__,0-1,Brad Hawpe flied out to shortstop.,Fly Out,Fly Out,0.87,0.26,44.1%,-0.026,-0.26,2007,2, 4
2354,28,▼ 4,M Ramirez,U Jimenez,0,___,0-1,Manny Ramirez flied out to third.,"Swinging Strike, Called Strike, Fly Out",Fly Out,1.18,0.58,41.0%,-0.031,-0.27,2007,2, 4
2355,29,▼ 4,M Lowell,U Jimenez,1,___,0-1,Mike Lowell walked.,"Ball, Ball, Foul Ball, Ball, Walked",Walk,0.86,0.31,44.3%,0.033,0.28,2007,2, 4
2356,30,▼ 4,J Drew,U Jimenez,1,1__,0-1,J.D. Drew singled to right (Liner). Mike Lowell advanced to 3B. J.D. Drew advanced to 2B.,Single,Single,1.55,0.59,54.9%,0.106,0.9,2007,2, 4
2357,31,▼ 4,J Varitek,U Jimenez,1,_23,0-1,Jason Varitek hit a sacrifice fly to center (Fly). Mike Lowell scored. J.D. Drew advanced to 3B.,Sacrifice Fly,Sacrifice Fly,1.87,1.49,54.7%,-0.003,-0.09,2007,2, 4
2358,32,▼ 4,J Ellsbury,U Jimenez,2,__3,1-1,Jacoby Ellsbury walked.,"Ball, Foul Ball, Ball, Ball, Walked",Walk,1.63,0.4,56.1%,0.014,0.15,2007,2, 4
2359,33,▼ 4,J Ellsbury,U Jimenez,2,1_3,1-1,Jacoby Ellsbury advanced on a stolen base to 2B.,,Stolen Base,2.1,0.55,57.2%,0.011,0.11,2007,2, 4
2360,34,▼ 4,J Lugo,U Jimenez,2,_23,1-1,Julio Lugo grounded out to first.,"Called Strike, Foul on Hit and Run, Ball, (Stolen Base), Ball, Ball, Ground Out",Ground Out,2.32,0.65,50.0%,-0.072,-0.65,2007,2, 4
2361,35,▲ 5,T Tulowitzki,C Schilling,0,___,1-1,Troy Tulowitzki walked.,"Swinging Strike, Ball, Swinging Strike, Ball, Foul Ball, Ball, Walked",Walk,1.19,0.58,45.4%,0.046,0.4,2007,2, 5
2362,36,▲ 5,Y Torrealba,C Schilling,0,1__,1-1,Yorvit Torrealba sacrificed to third (Bunt Grounder). Troy Tulowitzki advanced to 2B.,Sacrifice,Sacrifice,1.84,0.98,47.8%,-0.024,-0.24,2007,2, 5
2363,37,▲ 5,R Spilborghs,C Schilling,1,_2_,1-1,Ryan Spilborghs struck out looking.,"Called Strike, Foul Ball, Foul Ball, Strikeout Looking",Strikeout,1.59,0.74,52.5%,-0.047,-0.39,2007,2, 5
2364,38,▲ 5,W Taveras,C Schilling,2,_2_,1-1,Willy Taveras grounded out to shortstop.,Ground Out,Ground Out,1.54,0.35,57.0%,-0.046,-0.35,2007,2, 5
2365,39,▼ 5,D Pedroia,U Jimenez,0,___,1-1,Dustin Pedroia grounded out to third.,"Called Strike, Ball, Called Strike, Ball, Ground Out",Ground Out,1.17,0.58,53.9%,-0.031,-0.27,2007,2, 5
2366,40,▼ 5,K Youkilis,U Jimenez,1,___,1-1,Kevin Youkilis flied out to center.,"Called Strike, Ball, Ball, Ball, Called Strike, Fly Out",Fly Out,0.89,0.31,51.6%,-0.023,-0.19,2007,2, 5
2367,41,▼ 5,D Ortiz,U Jimenez,2,___,1-1,David Ortiz walked.,"Ball, Called Strike, Ball, Ball, Foul Ball, Walked",Walk,0.59,0.12,53.3%,0.017,0.14,2007,2, 5
2368,42,▼ 5,M Ramirez,U Jimenez,2,1__,1-1,Manny Ramirez singled to left (Grounder). David Ortiz advanced to 2B.,"Ball, Swinging Strike, Swinging Strike, Foul Ball, Single",Single,1.11,0.26,55.8%,0.025,0.22,2007,2, 5
2369,43,▼ 5,M Lowell,U Jimenez,2,12_,1-1,Mike Lowell doubled to left (Liner). David Ortiz scored. Manny Ramirez advanced to 3B.,"Ball, Ball, Called Strike, Double",Double,2.16,0.48,70.7%,0.149,1.18,2007,2, 5
2370,44,▼ 5,J Drew,J Affeldt,2,_23,2-1,J.D. Drew walked.,"Ball, Ball, Called Strike, Ball, Called Strike, Walked",Walk,1.93,0.65,71.8%,0.011,0.17,2007,2, 5
2371,45,▼ 5,J Varitek,M Herges,2,123,2-1,Jason Varitek flied out to left.,"Ball, Foul Ball, Ball, Fly Out",Fly Out,2.67,0.83,64.8%,-0.07,-0.83,2007,2, 5
2372,46,▲ 6,K Matsui,C Schilling,0,___,2-1,Kaz Matsui flied out to shortstop.,"Called Strike, Ball, Foul Ball, Foul Ball, Ball, Fly Out",Fly Out,1.44,0.58,68.6%,-0.038,-0.27,2007,2, 6
2373,47,▲ 6,M Holliday,C Schilling,1,___,2-1,Matt Holliday singled to left (Grounder).,"Ball, Single",Single,1.05,0.31,64.6%,0.041,0.28,2007,2, 6
2374,48,▲ 6,T Helton,C Schilling,1,1__,2-1,Todd Helton walked. Matt Holliday advanced to 2B.,"Called Strike, Ball, Called Strike, Ball, Foul Ball, Ball, Foul on Hit and Run, Walked",Walk,1.9,0.59,58.9%,0.056,0.4,2007,2, 6
2375,49,▲ 6,G Atkins,H Okajima,1,12_,2-1,Garrett Atkins grounded out to first. Matt Holliday advanced to 3B. Todd Helton advanced to 2B.,"Ball, Swinging Strike, Ball, Ground Out",Ground Out,3.05,0.99,63.5%,-0.045,-0.34,2007,2, 6
2376,50,▲ 6,B Hawpe,H Okajima,2,_23,2-1,Brad Hawpe struck out swinging.,"Swinging Strike, Called Strike, Strikeout Swinging",Strikeout,3.16,0.65,73.2%,-0.098,-0.65,2007,2, 6
2377,51,▼ 6,J Ellsbury,M Herges,0,___,2-1,Jacoby Ellsbury singled to center (Grounder).,"Called Strike, Single",Single,0.88,0.58,76.5%,0.033,0.4,2007,2, 6
2378,52,▼ 6,J Lugo,M Herges,0,1__,2-1,Julio Lugo sacrificed to pitcher (Bunt Grounder). Jacoby Ellsbury advanced to 2B.,"Ball, Sacrifice",Sacrifice,1.31,0.98,75.0%,-0.015,-0.24,2007,2, 6
2379,53,▼ 6,D Pedroia,M Herges,1,_2_,2-1,Dustin Pedroia grounded out to shortstop. Jacoby Ellsbury advanced to 3B.,"Called Strike, Ball, Swinging Strike, Foul Ball, Ball, Foul Ball, Foul Ball, Ground Out",Ground Out,1.19,0.74,72.0%,-0.03,-0.35,2007,2, 6
2380,54,▼ 6,K Youkilis,M Herges,2,__3,2-1,Kevin Youkilis walked.,"Called Strike, Swinging Strike, Ball, Ball, Ball, Foul Ball, Foul Ball, Foul Ball, Walked",Walk,1.44,0.4,73.0%,0.01,0.15,2007,2, 6
2381,55,▼ 6,D Ortiz,B Fuentes,2,1_3,2-1,David Ortiz flied out to center.,"Ball, Fly Out",Fly Out,1.78,0.55,67.8%,-0.052,-0.55,2007,2, 6
2382,56,▲ 7,T Tulowitzki,H Okajima,0,___,2-1,Troy Tulowitzki flied out to right.,"Called Strike, Fly Out",Fly Out,1.72,0.58,72.4%,-0.046,-0.27,2007,2, 7
2383,57,▲ 7,Y Torrealba,H Okajima,1,___,2-1,Yorvit Torrealba grounded out to shortstop.,"Called Strike, Ball, Foul Ball, Ground Out",Ground Out,1.28,0.31,75.7%,-0.033,-0.19,2007,2, 7
2384,58,▲ 7,R Spilborghs,H Okajima,2,___,2-1,Ryan Spilborghs struck out looking.,"Ball, Ball, Called Strike, Called Strike, Strikeout Looking",Strikeout,0.83,0.12,78.0%,-0.022,-0.12,2007,2, 7
2385,59,▼ 7,M Ramirez,B Fuentes,0,___,2-1,Manny Ramirez grounded out to shortstop.,"Called Strike, Ball, Foul Ball, Ball, Foul Ball, Ground Out",Ground Out,0.82,0.58,75.8%,-0.022,-0.27,2007,2, 7
2386,60,▼ 7,M Lowell,B Fuentes,1,___,2-1,Mike Lowell flied out to right.,Fly Out,Fly Out,0.64,0.31,74.1%,-0.016,-0.19,2007,2, 7
2387,61,▼ 7,J Drew,B Fuentes,2,___,2-1,J.D. Drew singled to right (Liner).,"Swinging Strike, Ball, Single",Single,0.44,0.12,75.3%,0.012,0.14,2007,2, 7
2388,62,▼ 7,J Varitek,B Fuentes,2,1__,2-1,Jason Varitek struck out swinging.,"Ball, Called Strike, Swinging Strike, Pickoff Throw (First Base), Strikeout Swinging",Strikeout,0.8,0.26,72.9%,-0.024,-0.26,2007,2, 7
2389,63,▲ 8,W Taveras,H Okajima,0,___,2-1,Willy Taveras struck out looking.,"Called Strike, Foul Ball, Strikeout Looking",Strikeout,2.17,0.58,78.7%,-0.058,-0.27,2007,2, 8
2390,64,▲ 8,K Matsui,H Okajima,1,___,2-1,Kaz Matsui struck out swinging.,"Called Strike, Ball, Ball, Called Strike, Foul Ball, Ball, Strikeout Swinging",Strikeout,1.62,0.31,83.0%,-0.042,-0.19,2007,2, 8
2391,65,▲ 8,M Holliday,J Papelbon,2,___,2-1,Matt Holliday singled to second (Grounder).,"Called Strike, Swinging Strike, Single",Single,1.07,0.12,79.7%,0.032,0.14,2007,2, 8
2392,66,▲ 8,M Holliday,J Papelbon,2,1__,2-1,Matt Holliday picked off.,"Pickoff Throw (First Base), (Picked Off)",Picked Off,2.06,0.26,85.8%,-0.061,-0.26,2007,2, 8
2393,67,▼ 8,J Ellsbury,B Fuentes,0,___,2-1,Jacoby Ellsbury flied out to center.,"Called Strike, Ball, Fly Out",Fly Out,0.6,0.58,84.2%,-0.016,-0.27,2007,2, 8
2394,68,▼ 8,J Lugo,B Fuentes,1,___,2-1,Julio Lugo grounded out to catcher.,Ground Out,Ground Out,0.47,0.31,83.0%,-0.012,-0.19,2007,2, 8
2395,69,▼ 8,D Pedroia,M Corpas,2,___,2-1,Dustin Pedroia singled to right (Liner).,"Ball, Ball, Single",Single,0.33,0.12,83.9%,0.008,0.14,2007,2, 8
2396,70,▼ 8,K Youkilis,M Corpas,2,1__,2-1,Kevin Youkilis reached on fielder's choice to second. Dustin Pedroia out at second.,"Ball, Foul Ball, Pickoff Throw (First Base), Foul Ball, Pickoff Throw (First Base), Fielder's Choice",Fielders Choice,0.59,0.26,82.1%,-0.017,-0.26,2007,2, 8
2397,71,▲ 9,T Helton,J Papelbon,0,___,2-1,Todd Helton struck out swinging.,"Foul Ball, Ball, Swinging Strike, Ball, Foul Ball, Strikeout Swinging",Strikeout,2.96,0.58,90.0%,-0.079,-0.27,2007,2, 9
2398,72,▲ 9,G Atkins,J Papelbon,1,___,2-1,Garrett Atkins flied out to center.,"Ball, Called Strike, Fly Out",Fly Out,2.26,0.31,95.9%,-0.059,-0.19,2007,2, 9
2399,73,▲ 9,B Hawpe,J Papelbon,2,___,2-1,Brad Hawpe struck out swinging.,"Foul Ball, Swinging Strike, Ball, Strikeout Swinging",Strikeout,1.52,0.12,100.0%,-0.041,-0.12,2007,2, 9
2400,1,▲ 1,J Rollins,J Shields,0,___,0-0,Jimmy Rollins flied out to second.,"Ball, Called Strike, Ball, Swinging Strike, Ball, Fly Out",Fly Out,0.87,0.5,52.2%,-0.022,-0.23,2008,2, 1
2401,2,▲ 1,J Werth,J Shields,1,___,0-0,Jayson Werth grounded out to third.,"Ball, Called Strike, Swinging Strike, Ball, Ball, Ground Out",Ground Out,0.62,0.26,53.7%,-0.015,-0.16,2008,2, 1
2402,3,▲ 1,C Utley,J Shields,2,___,0-0,Chase Utley flied out to center.,"Ball, Ball, Called Strike, Swinging Strike, Foul Ball, Foul Ball, Fly Out",Fly Out,0.4,0.1,54.8%,-0.01,-0.1,2008,2, 1
2403,4,▼ 1,A Iwamura,B Myers,0,___,0-0,Akinori Iwamura walked.,"Called Strike, Ball, Ball, Ball, Walked",Walk,0.87,0.5,58.3%,0.035,0.38,2008,2, 1
2404,5,▼ 1,M Upton Jr.,B Myers,0,1__,0-0,"Melvin Upton Jr. singled to right (Liner). Akinori Iwamura
advanced to 3B on error. Melvin Upton Jr. advanced to 2B. Error by Jayson Werth.","Foul Ball, Foul Bunt, Single",Single,1.42,0.88,68.4%,0.101,1.1,2008,2, 1
2405,6,▼ 1,C Pena,B Myers,0,_23,0-0,Carlos Pena grounded out to shortstop. Akinori Iwamura scored. Melvin Upton Jr. advanced to 3B.,"Ball, Ball, Ball, Called Strike, Ground Out",Ground Out,1.39,1.98,68.9%,0.005,-0.04,2008,2, 1
